FECHA_DESEMBOLSO,PRODUCTO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,FECHA_CORTE,INGRESO_MENSUAL_CLIENTE
20200107,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,123350.0,15150.0,180,10.6,151500.0,20230811,4570.555335082678
20200107,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,173570.0,20730.0,240,9.38,207300.0,20230811,5347.743915039026
20200107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,50375.0,54000.0,60,8.5,120990.0,20230811,3445.0675520006903
20200107,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,101038.46,13120.0,240,8.0,131200.0,20230811,2817.08721511312
20200107,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,307155.34,55830.0,240,6.9,372200.0,20230811,7876.566646033565
20200107,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,172349.51,45980.0,240,8.0,229900.0,20230811,4805.334534513004
20200107,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,243951.46,28630.0,240,7.5,286300.0,20230811,6550.8545244341585
20200107,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,226796.12,60000.0,240,8.52,300000.0,20230811,6570.2040612632045
20200107,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,190912.62,50760.0,120,9.0,253800.0,20230811,8061.334619062411
20200107,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,332980.16,60524.04,204,7.02,403493.6,20230811,9332.46707045638
20200107,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,310718.45,35560.0,240,7.1,355600.0,20230811,8092.276840245815
20200107,NCMV,LIMA,LIMA,ATE,150131,CREDITO,BANCO,266990.29,65000.0,240,7.3,340000.0,20230811,7061.076868611999
20200107,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,328000.0,82000.0,240,9.0,410000.0,20230811,9837.003783961864
20200107,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,300556.47,34397.02,240,7.1,343970.18,20230811,7827.6206687019585
20200107,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,245519.9,28809.5,240,7.7,288095.0,20230811,6693.4169882082
20200107,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,244660.19,45600.0,240,7.5,304000.0,20230811,6569.886126569692
20200107,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,342524.27,39200.0,240,6.99,392000.0,20230811,8845.10466214302
20200107,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,187286.41,22145.0,240,8.0,221450.0,20230811,5221.795256731288
20200107,NCMV,LIMA,CANIETE,MALA,150509,CREDITO,BANCO,377640.0,41960.0,240,9.05,419600.0,20230811,11366.260956804776
20200107,NCMV,LIMA,LIMA,BRENIA,150105,BANCO PICHINCHA,BANCO,253703.88,29483.0,240,7.0,294829.0,20230811,6556.544937545944
20200107,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,65400.0,6000.0,96,13.99,105000.0,20230811,3785.74668384202
20200108,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,305966.99,55614.0,240,7.1,370760.0,20230811,7968.530954813668
20200108,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,109583.65,14108.0,240,9.7,141075.0,20230811,3452.725546258997
20200108,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,114711.54,14700.0,240,8.0,147000.0,20230811,3198.310947731559
20200108,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,101594.23,28342.0,240,7.6,147000.0,20230811,2748.8651369891736
20200108,NCMV,JUNIN,HUANCAYO,EL TAMBO,120114,INTERBANK,BANCO,101750.0,12750.0,180,10.4,127500.0,20230811,3728.1455396251395
20200108,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,158990.29,19640.0,120,7.8,196400.0,20230811,6374.099683488437
20200108,NCMV,LIMA,LIMA,LA VICTORIA,150115,INTERBANK,BANCO,291805.76,38200.0,240,7.0,336000.0,20230811,7541.223171181878
20200108,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,344898.0,38322.0,240,9.4,383220.0,20230811,10641.376750516838
20200108,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,329877.09,37752.6,240,7.7,377526.0,20230811,8993.18107504396
20200108,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,225776.7,26550.0,240,7.7,265500.0,20230811,6155.17356972525
20200109,NCMV,LIMA,LIMA,BARRANCO,150104,INTERBANK,BANCO,236192.38,90000.0,120,7.9,333266.0,20230811,9510.667164219638
20200109,NCMV,PIURA,PIURA,PIURA,200101,INTERBANK,BANCO,239604.37,28132.5,240,9.2,281325.0,20230811,7288.994244850759
20200109,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,269745.63,73325.2,228,7.3,351163.2,20230811,7301.646627265724
20200109,NCMV,AREQUIPA,AREQUIPA,MIRAFLORES,40110,INTERBANK,BANCO,118112.5,15093.0,240,8.5,150930.0,20230811,3416.6923883628874
20200109,NCMV,ANCASH,SANTA,NUEVO CHIMBOTE,21809,CREDITO,BANCO,56280.0,8220.0,240,10.8,82200.0,20230811,1910.916264167863
20200109,NCMV,ANCASH,SANTA,CHIMBOTE,21801,CREDITO,BANCO,42600.0,6700.0,240,11.07,67000.0,20230811,1472.4782525372316
20200109,NCMV,LIMA,LIMA,PUENTE PIEDRA,150125,COMERCIO,BANCO,107700.0,21300.0,240,9.5,142000.0,20230811,3346.350964322343
20200109,NCMV,LIMA,LIMA,LURIGANCHO,150118,COMERCIO,BANCO,95528.85,48150.0,120,8.5,160500.0,20230811,3948.070091546615
20200109,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,CREDITO,BANCO,128500.0,24970.59,180,10.0,166470.59,20230811,4602.891920849772
20200109,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,BANBIF,BANCO,259307.77,30400.0,240,7.0,303887.0,20230811,6701.367935956786
20200109,NCMV,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,99385.58,12929.0,180,9.0,129290.0,20230811,3360.1157580512477
20200109,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,93912.0,26728.0,180,11.1,133640.0,20230811,3577.6847689236406
20200109,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,366640.78,41960.0,240,6.99,419600.0,20230811,9467.872371524953
20200109,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,169213.59,20810.0,240,8.0,208100.0,20230811,4717.900896474404
20200109,NCMV,LIMA,LIMA,LINCE,150116,SCOTIABANK,BANCO,276736.89,31671.0,240,6.99,316710.0,20230811,7146.257857657678
20200109,NCMV,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,53767.31,30222.0,60,8.5,100740.0,20230811,3677.062333287588
20200109,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,235631.07,34300.0,180,7.7,283400.0,20230811,7370.649892417154
20200109,NCMV,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CREDITO,BANCO,108932.9,13548.1,132,9.5,135481.0,20230811,4443.97049858443
20200109,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,158422.33,56525.0,144,8.0,226100.0,20230811,5716.155345909996
20200109,NCMV,LA LIBERTAD,TRUJILLO,MOCHE,130107,CREDITO,BANCO,99455.0,19845.0,240,10.7,132300.0,20230811,3354.4521864207013
20200109,NCMV,LIMA,LIMA,ATE,150103,CONTINENTAL,BANCO,115285.58,40599.0,240,8.5,173496.0,20230811,3334.9168265340313
20200109,NCMV,LIMA,LIMA,JESUS MARIA,150113,BANCO PICHINCHA,BANCO,346271.84,62940.0,180,7.0,419600.0,20230811,10374.630639736253
20200109,NCMV,ANCASH,SANTA,CHIMBOTE,21801,BANCO PICHINCHA,BANCO,92500.0,11900.0,240,10.5,119000.0,20230811,3078.3379848226064
20200110,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,330098.16,37777.9,240,6.99,377779.0,20230811,8524.221579921421
20200110,NCMV,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,161505.0,30795.0,240,9.5,205300.0,20230811,5018.128249701764
20200110,NCMV,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,63846.15,9000.0,240,9.0,90000.0,20230811,1914.801277870112
20200110,NCMV,ICA,ICA,ICA,110101,BANCO PICHINCHA,BANCO,99038.46,74000.0,240,8.8,190000.0,20230811,2927.918906409046
20200110,NCMV,ICA,ICA,LA TINGUINIA,110102,BANBIF,BANCO,107692.31,35000.0,240,8.7,160000.0,20230811,3160.851589371702
20200110,NCMV,LIMA,LIMA,LURIGANCHO,150118,BANBIF,BANCO,125528.85,15950.0,240,7.0,159500.0,20230811,3244.079459815373
20200114,NCMV,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,130111,CREDITO,BANCO,233647.37,96152.63,240,9.7,329800.0,20230811,7361.684368199344
20200114,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,170699.03,20980.0,240,7.7,209800.0,20230811,4653.6341342296955
20200114,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,SCOTIABANK,BANCO,156893.2,19400.0,240,7.5,194000.0,20230811,4213.069801152055
20200114,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,104000.0,13000.0,180,11.5,130000.0,20230811,4049.7246743477363
20200114,NCMV,CALLAO,CALLAO,CALLAO,70101,CMAC HUANCAYO,CMAC,123800.0,40000.0,120,10.0,176800.0,20230811,5453.420408654042
20200114,NCMV,PUNO,SAN ROMAN,JULIACA,211101,CMAC HUANCAYO,CMAC,93400.0,12000.0,180,12.99,120000.0,20230811,3937.072271182105
20200114,NCMV,MOQUEGUA,ILO,PACOCHA,180303,CMAC HUANCAYO,CMAC,49800.0,7500.0,120,12.5,75000.0,20230811,2429.8443999719275
20200114,NCMV,ICA,ICA,ICA,110101,CMAC HUANCAYO,CMAC,130000.0,21550.0,240,10.16,164550.0,20230811,4227.800309853793
20200114,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,SCOTIABANK,BANCO,271474.72,33663.0,240,6.99,313291.96,20230811,7010.3712987286135
20200114,NCMV,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,197291.26,23290.0,240,7.5,232900.0,20230811,5297.883206775299
20200114,NCMV,LIMA,LIMA,LINCE,150116,SCOTIABANK,BANCO,259951.46,114750.0,240,6.99,382500.0,20230811,6712.802776798515
20200114,NCMV,LIMA,LIMA,LIMA,150101,INTERBANK,BANCO,340793.7,39000.0,240,7.0,390000.0,20230811,8807.233095853919
20200114,NCMV,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,251392.55,40000.0,240,9.0,295000.0,20230811,7539.480078078725
20200114,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,325310.0,85290.0,240,9.0,410600.0,20230811,9756.328356587299
20200114,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,40400.0,3000.0,180,13.99,77000.0,20230811,1792.5070602611747
20200115,NCMV,TACNA,TACNA,CRNEL. GREGORIO ALBARRACIN LANCHIPA,150141,CREDITO,BANCO,102000.0,34000.0,240,10.2,136000.0,20230811,3326.2532786758466
20200115,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,253059.13,45786.9,240,9.3,305246.03,20230811,7752.971686445985
20200115,NCMV,LIMA,LIMA,BRENIA,150105,BANCO PICHINCHA,BANCO,147879.32,19587.3,240,8.5,184903.0,20230811,4277.770321009883
20200115,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,350800.0,52000.0,240,10.5,402800.0,20230811,11674.38881162995
20200115,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,123961.54,35480.0,120,8.23,177400.0,20230811,5063.677120228944
20200115,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,145359.22,18080.0,240,8.2,180800.0,20230811,4113.326313094729
20200115,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,63576.92,20180.0,240,8.2,100900.0,20230811,1799.078296798225
20200115,NCMV,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,260000.99,30466.78,240,7.5,304667.8,20230811,6981.834262024342
20200115,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,285444.45,32800.58,240,7.3,326808.36,20230811,7549.132978464028
20200115,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,172000.0,24800.0,180,9.99,209800.0,20230811,6157.562319114145
20200115,NCMV,TACNA,TACNA,TACNA,230101,CMAC HUANCAYO,CMAC,20000.0,97532.36,60,12.05,130532.36,20230811,1484.6481716953654
20200115,FCTP,TACNA,TACNA,TACNA,230101,CMAC HUANCAYO,CMAC,55900.0,15500.0,180,16.01,105000.0,20230811,2737.9783032581527
20200115,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CMAC HUANCAYO,CMAC,130000.0,53755.44,240,9.99,196755.44,20230811,4178.889837829933
20200115,NCMV,ICA,ICA,ICA,110101,CMAC HUANCAYO,CMAC,132800.0,16200.0,240,10.03,162000.0,20230811,4280.631475153298
20200115,FCTP,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CMAC HUANCAYO,CMAC,43550.0,5050.0,240,13.99,82200.0,20230811,1804.1234834932206
20200115,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,128100.0,24900.0,240,9.5,166000.0,20230811,3980.2001720491376
20200115,NCMV,AREQUIPA,AREQUIPA,UCHUMAYO,40124,CREDITO,BANCO,97900.0,12500.0,240,9.62,125000.0,20230811,3067.4723104726077
20200115,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,318912.62,82120.0,240,7.75,410600.0,20230811,8727.028583041654
20200115,FCTP,ANCASH,SANTA,NUEVO CHIMBOTE,21809,MI BANCO,BANCO,33000.0,7400.0,144,19.85,74000.0,20230811,2008.7763111511888
20200115,NCMV,LIMA,LIMA,LURIGANCHO,150118,COMERCIO,BANCO,81495.19,41895.0,120,8.5,139650.0,20230811,3368.0790907030582
20200115,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,313637.16,80761.57,240,8.05,403807.84,20230811,8777.183235975543
20200115,NCMV,CAJAMARCA,JAEN,JAEN,60801,INTERBANK,BANCO,94300.0,49700.0,120,8.0,157000.0,20230811,3813.7307159034117
20200115,NCMV,AREQUIPA,AREQUIPA,SOCABAYA,40122,INTERBANK,BANCO,116900.0,20000.0,240,10.8,149900.0,20230811,3969.1917427367307
20200115,NCMV,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,105288.46,48000.0,240,8.5,170500.0,20230811,3045.72572644259
20200115,NCMV,JUNIN,HUANCAYO,HUANCAYO,120101,CRAC RAIZ,CRAC,87000.0,50000.0,180,11.5,150000.0,20230811,3387.750448733202
20200115,NCMV,JUNIN,HUANCAYO,CHILCA,120107,CRAC RAIZ,CRAC,56300.0,10000.0,240,12.7,84000.0,20230811,2158.6731396559157
20200116,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,250778.44,36875.07,240,7.5,301576.86,20230811,6734.180145117969
20200116,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,239250.0,43350.0,240,9.4,289000.0,20230811,7381.7458714204
20200116,NCMV,AREQUIPA,AREQUIPA,YANAHUARA,40126,CREDITO,BANCO,316000.0,103600.0,240,10.05,419600.0,20230811,10199.813320737241
20200116,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,271001.94,69783.0,240,7.5,348915.0,20230811,7277.243943444464
20200116,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,317592.23,81780.0,240,8.1,408900.0,20230811,8920.893975843608
20200116,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,366116.5,41900.0,180,7.0,419000.0,20230811,10969.195354184729
20200116,NCMV,LIMA,LIMA,LOS OLIVOS,150117,CREDITO,BANCO,215200.0,55400.0,240,9.5,277000.0,20230811,6686.487720725795
20200116,NCMV,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,244262.14,50000.0,240,7.5,307990.0,20230811,6559.197247546583
20200116,NCMV,LIMA,LIMA,CHORRILLOS,150108,CREDITO,BANCO,167200.0,43400.0,240,9.5,217000.0,20230811,5195.077820192161
20200116,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,79596.15,10820.0,180,8.2,108200.0,20230811,2566.2695442415793
20200116,NCMV,LIMA,LIMA,CARABAYLLO,150106,CREDITO,BANCO,144539.53,22460.47,180,9.35,180000.0,20230811,4987.541274876337
20200116,NCMV,CALLAO,CALLAO,CALLAO,70101,CREDITO,BANCO,118884.62,38260.0,240,8.8,174900.0,20230811,3514.6399346198946
20200116,NCMV,LIMA,LIMA,EL AGUSTINO,150111,CREDITO,BANCO,165330.0,31470.0,180,8.65,209800.0,20230811,5475.4644844012655
20200116,NCMV,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CMAC HUANCAYO,CMAC,30000.0,36400.0,96,10.8,84100.0,20230811,1560.0756171986586
20200116,NCMV,MOQUEGUA,ILO,PACOCHA,180303,CMAC HUANCAYO,CMAC,131000.0,16000.0,240,9.99,160000.0,20230811,4211.035144274779
20200116,NCMV,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,INTERBANK,BANCO,124053.2,22953.0,240,9.3,160000.0,20230811,3800.6174573231997
20200116,NCMV,PIURA,PIURA,26 DE OCTUBRE,200115,INTERBANK,BANCO,83150.0,17250.0,120,10.8,115000.0,20230811,3786.660319295695
20200116,NCMV,ANCASH,SANTA,CHIMBOTE,21801,SCOTIABANK,BANCO,85826.92,11540.0,180,8.5,115400.0,20230811,2817.238775297176
20200116,FCTP,JUNIN,HUANCAYO,HUANCAYO,120101,CMAC HUANCAYO,CMAC,61400.0,8500.0,120,13.99,103500.0,20230811,3176.5559008595237
20200116,NCMV,CALLAO,CALLAO,BELLAVISTA,70102,INTERBANK,BANCO,201060.91,37316.26,240,7.6,250809.0,20230811,5440.164524208883
20200117,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,345582.52,39550.0,240,7.1,395500.0,20230811,9000.268323267532
20200117,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,292909.68,33521.89,240,8.6,335218.86,20230811,8535.024425108943
20200117,NCMV,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,156041.45,19475.0,240,8.0,194750.0,20230811,4350.644040128018
20200117,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,357553.4,40920.0,240,6.99,409200.0,20230811,9233.206293104684
20200117,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,231740.66,44907.12,240,7.7,290000.0,20230811,6317.764346199963
20200117,NCMV,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,282932.04,32380.0,240,7.3,323800.0,20230811,7482.6874154607085
20200117,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,71548.08,9890.0,180,8.5,98900.0,20230811,2348.540822320833
20200117,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,66915.38,21048.0,240,9.5,105240.0,20230811,2079.1304214577162
20200117,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,41923.08,50000.0,120,9.9,108200.0,20230811,1838.9922980722201
20200117,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,160388.35,19800.0,240,8.25,198000.0,20230811,4555.3801355271535
20200117,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,365773.98,41860.8,240,6.99,418608.0,20230811,9445.488740954348
20200117,NCMV,CALLAO,CALLAO,CALLAO,70101,CREDITO,BANCO,325800.0,36200.0,240,8.4,362000.0,20230811,9355.938819506193
20200117,NCMV,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,227981.94,39268.6,216,7.97,280490.0,20230811,6635.405879069923
20200117,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,127692.31,16200.0,144,7.8,162000.0,20230811,4560.814414947547
20200117,NCMV,LIMA,LIMA,CHORRILLOS,150108,CREDITO,BANCO,217560.0,86840.0,240,8.5,310800.0,20230811,6293.454088366852
20200117,NCMV,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,257864.08,34528.0,240,7.5,306528.0,20230811,6924.451590316582
20200117,NCMV,LIMA,LIMA,VILLA EL SALVADOR,150142,CREDITO,BANCO,94500.0,27500.0,240,10.8,135000.0,20230811,3208.62805550574
20200117,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,BANCO PICHINCHA,BANCO,152825.0,18425.0,180,10.0,184250.0,20230811,5474.217570458104
20200117,NCMV,AREQUIPA,ISLAY,MOLLENDO,40701,CREDITO,BANCO,77200.0,10200.0,240,9.65,102000.0,20230811,2423.946617871431
20200117,NCMV,ICA,PISCO,SAN ANDRES,110506,CMAC SULLANA,CMAC,68173.08,9500.0,120,10.5,95000.0,20230811,3066.311443326362
20200117,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,158291.26,19560.0,240,8.2,195600.0,20230811,4479.2728310658185
20200117,NCMV,MOQUEGUA,ILO,ILO,180301,CMAC HUANCAYO,CMAC,59313.0,72687.0,120,10.8,145000.0,20230811,2701.120667689544
20200117,NCMV,MOQUEGUA,ILO,ILO,180301,CMAC HUANCAYO,CMAC,117500.0,14500.0,192,9.99,145000.0,20230811,4094.011184039764
20200117,NCMV,MOQUEGUA,ILO,ILO,180301,CMAC HUANCAYO,CMAC,117500.0,14500.0,180,9.99,145000.0,20230811,4206.474258697162
20200117,NCMV,MOQUEGUA,ILO,ILO,180301,CMAC HUANCAYO,CMAC,61630.4,70369.6,180,10.8,145000.0,20230811,2309.2290874616415
20200117,NCMV,MOQUEGUA,ILO,ILO,180301,CMAC HUANCAYO,CMAC,62368.0,69632.0,180,12.05,145000.0,20230811,2501.760752650867
20200117,NCMV,MOQUEGUA,ILO,PACOCHA,180303,CMAC HUANCAYO,CMAC,123117.0,23883.0,180,9.99,160000.0,20230811,4407.56162815335
20200117,NCMV,CALLAO,CALLAO,CALLAO,70101,SCOTIABANK,BANCO,57990.0,8410.0,240,11.0,84100.0,20230811,1995.2201624629117
20200117,NCMV,ANCASH,SANTA,NUEVO CHIMBOTE,21809,SCOTIABANK,BANCO,49800.0,7500.0,240,11.0,75000.0,20230811,1713.432731344249
20200117,NCMV,LA LIBERTAD,TRUJILLO,MOCHE,130107,BANCO PICHINCHA,BANCO,110120.0,13680.0,240,10.0,136800.0,20230811,3542.2727851849954
20200117,NCMV,LIMA,LIMA,CHORRILLOS,150108,BANCO PICHINCHA,BANCO,231456.31,27200.0,240,7.0,272000.0,20230811,5981.594359509065
20200120,NCMV,LIMA,LIMA,CHORRILLOS,150108,BANCO PICHINCHA,BANCO,219911.45,56577.86,240,9.5,282889.31,20230811,6832.877370223072
20200120,NCMV,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,352834.95,40380.0,240,6.99,403800.0,20230811,9111.360375169908
20200120,NCMV,CALLAO,CALLAO,CALLAO,70101,CREDITO,BANCO,107644.23,53550.0,240,8.2,178500.0,20230811,3046.0802122618775
20200121,NCMV,ANCASH,SANTA,CHIMBOTE,21801,BANCO PICHINCHA,BANCO,148502.91,18440.0,180,9.0,184398.0,20230811,5020.71797545948
20200121,NCMV,CALLAO,CALLAO,CALLAO,70101,BANCO PICHINCHA,BANCO,163796.15,20372.0,240,8.8,203720.0,20230811,4842.379863156314
20200121,NCMV,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,76826.92,10500.0,207,8.5,105000.0,20230811,2361.89341270853
20200121,NCMV,LIMA,LIMA,MAGDALENA DEL MAR,150120,CONTINENTAL,BANCO,289336.8,72334.2,240,9.7,361671.0,20230811,9116.328583988854
20200121,NCMV,AREQUIPA,AREQUIPA,CERRO COLORADO,40104,CREDITO,BANCO,139922.33,39280.0,120,8.2,196400.0,20230811,5708.223576414547
20200121,NCMV,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,146860.0,49940.0,180,9.8,209800.0,20230811,5200.815998829866
20200121,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,79596.15,10820.0,180,8.25,108200.0,20230811,2573.981247998489
20200121,NCMV,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,66915.38,21048.0,120,9.6,105240.0,20230811,2898.455113144766
20200121,NCMV,LIMA,LIMA,PUEBLO LIBRE,150121,CREDITO,BANCO,313986.41,35934.0,240,7.1,359340.0,20230811,8177.386807236348
